birth_date,cin_ma,city,credit_card,email,full_name,id,phone_ma,rib_ma,salary_mad,status,_annotator_id,_completion_time,_detection_count,_sensitivity_level,_validation_status
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:26.342197,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:26.342197,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:27.280286,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:27.280286,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:27.280286,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:27.280286,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:27.280286,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:28.283082,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:28.283082,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:28.283082,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:28.283082,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:28.283082,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:29.150341,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:29.150341,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:29.150341,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:29.150341,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:29.150341,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:30.050610,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:30.050610,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:30.050610,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:30.050610,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:30.050610,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:31.171439,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:31.171439,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:31.171439,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:31.171439,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:31.171439,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:32.225321,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:32.225321,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:32.225321,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:32.225321,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:32.225321,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:33.169226,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:33.169226,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:33.169226,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:33.169226,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:33.169226,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:33.909721,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:33.909721,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:33.909721,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:33.909721,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:33.909721,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:34.962050,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:34.962050,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:34.962050,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:34.962050,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:34.962050,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:35.847249,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:35.847249,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:35.847249,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:35.847249,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:35.847249,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:36.855516,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:36.855516,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:36.855516,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:36.855516,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:36.855516,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:37.553200,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:37.553200,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:37.553200,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:37.553200,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:37.553200,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:38.663344,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:38.663344,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:38.663344,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:38.663344,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:38.663344,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:39.585118,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:39.585118,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:39.585118,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:39.585118,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:39.585118,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:40.510001,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:40.510001,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:40.510001,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:40.510001,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:40.510001,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:41.263242,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:41.263242,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:41.263242,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:41.263242,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:41.263242,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:42.183147,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:42.183147,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:42.183147,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:42.183147,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:42.183147,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:43.017381,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:43.017381,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:43.017381,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:43.017381,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:43.017381,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:46.108984,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:46.108984,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:46.108984,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:46.108984,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:46.108984,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:45.485130,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:45.485130,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:45.485130,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:45.485130,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:45.485130,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:46.131751,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:46.131751,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:46.131751,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:46.131751,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:46.131751,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:47.154927,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:47.154927,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:47.154927,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:47.154927,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:47.154927,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:47.694822,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:47.694822,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:47.694822,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:47.694822,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:47.694822,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:48.275003,1,low,completed
1992-11-20,CD987654,Rabat,5412789012345678,fz.bennani@outlook.ma,Fatima Zahra Bennani,2,0522112233,MA640220078500098765432102,12400,Pending,annotator_user,2026-01-16T23:07:48.275003,1,low,completed
1978-02-28,EF456789,Marrakech,371234567890123,ait.taleb@company.com,Youssef Ait Taleb,3,0661998877,MA640330078500045678901203,35000,Active,annotator_user,2026-01-16T23:07:48.275003,1,low,completed
1995-08-15,GH112233,Fes,4111111111111111,lahlou.k@gmail.com,Khadija Lahlou,4,0610102030,MA640440078500011223344504,9800,Active,annotator_user,2026-01-16T23:07:48.275003,1,low,completed
1988-12-01,IJ445566,Tangier,5500123456789012,o.radi@press.ma,Omar Radi,5,0707123456,MA640550078500044556677805,22000,Suspended,annotator_user,2026-01-16T23:07:48.275003,1,low,completed
1985-05-12,AB123456,Casablanca,4532789012345678,ahmed.mans@gmail.com,Ahmed El Mansouri,1,0661234567,MA640110078500012345678901,18500,Active,annotator_user,2026-01-16T23:07:52.213436,1,low,completed
